state,name,hs_grad_2016,homeownership_2010,age_under_5_2017,age_over_65_2017,female_2010,black_2017,white_not_hispanic_2017,per_capita_income_2017,median_household_income_2017,density_2010,poverty_2017,unemployment_rate_2016,median_age_2019
Nebraska,Hall County,83.2,66.9,7.5,14.1,50,1.13,68.01,26059.09,53807,107.3,13.5,3.68,35.9
Nebraska,Hamilton County,93.5,77,5.6,18.3,50,0.36,95.18,32152.48,61944,16.8,7.2,2.8,41.9
Nebraska,Harlan County,91.5,82.2,6.3,25.8,49.7,0.46,94.18,27019.07,46750,6.2,12.9,2.51,45.3
Nebraska,Hayes County,90.8,70.2,4.7,17.8,47.3,0,93.83,27538.05,44946,1.4,9,2.38,45.7
Nebraska,Hitchcock County,91.7,76.5,5.9,24.3,50.3,0.05,98.88,24784.68,41582,4.1,14.2,3.61,46.2
Nebraska,Holt County,92.3,75.7,6.4,21.1,50.3,0.07,94.01,29053.85,52050,4.3,8.9,2.48,42.8
Nebraska,Hooker County,94.1,84.7,1.6,35.8,53,0.44,96.2,30481.63,41607,1,17.4,3.58,53.3
Nebraska,Howard County,92.4,78.3,6,20.8,49.1,0.02,95.65,26384.17,53648,11,10.2,3.31,43.1
Nebraska,Jefferson County,89.4,80.1,5.7,23.2,50.7,0.01,94.24,27081.02,46576,13.2,10.6,2.4,46.5
Nebraska,Johnson County,88.4,75.4,4.3,18.3,42.2,3.47,80.79,28655.14,49564,13.9,10.1,3.16,40.9
Nebraska,Kearney County,93.4,79.4,6.1,18.7,50.9,0.06,92.73,31063.56,53207,12.6,9.4,2.36,39.6
Nebraska,Keith County,91.8,73,4.3,25.9,49.9,0.35,90.48,29146.53,45078,7.9,13.1,2.91,49.3
Nebraska,Keya Paha County,93.3,83.8,6,24.9,49.6,0.07,97.78,28538.89,48864,1.1,7.7,2.1,45.3
Nebraska,Kimball County,88.4,70.8,6.3,24.3,50.2,0.07,88.15,23838.72,43017,4,11.4,4.07,46.3
Nebraska,Knox County,91.6,75.4,6.4,23.8,51,0.12,86.24,27922.12,48072,7.9,12.3,3.08,45.6
Nebraska,Lancaster County,93.4,62.1,6.6,12.6,49.9,2.03,82.09,30661.57,55747,340.8,14,2.78,33.5
Nebraska,Lincoln County,91.9,68.3,6,17.7,50.6,0.58,88.44,30164.94,55875,14.2,12.6,3.08,41.1
Nebraska,Logan County,90.6,68.1,8.5,19.4,50.1,0.33,93.91,24356.18,50278,1.3,9.7,2.9,38.6
Nebraska,Loup County,97.3,85.1,5.4,25.9,48.7,0,99.63,30660.73,58625,1.1,8.9,3.54,53.2
Nebraska,McPherson County,93.4,58.8,7.2,18.1,48.6,0,96.76,28814.8,60714,0.6,16,2.38,54.8
Nebraska,Madison County,88.3,67.9,7.3,15.2,50.4,0.74,80.68,26548.95,49865,60.9,16,2.76,36.6
Nebraska,Merrick County,92.5,73.3,6,20.1,50.5,0.3,92.95,28532.05,53536,16.2,10,3.63,43.6
Nebraska,Morrill County,86.8,67.7,5.2,19.7,50.1,0.42,82.05,25373.19,44201,3.5,9.4,3.18,42.3
Nebraska,Nance County,90.7,76,5.5,20.2,49.9,0.04,96.92,27369.55,45428,8.5,11.7,2.76,44.8
Nebraska,Nemaha County,94.4,71.2,5.3,18.9,51.1,0.71,94.3,30492.64,55536,17.8,11.5,3.63,39.3
Nebraska,Nuckolls County,93.3,79.7,4.9,26.7,50.5,0.13,95.53,25442.72,42055,7.8,10.8,2.92,49.2
Nebraska,Otoe County,91.1,73.9,6.5,18.9,51,0.11,89.49,28553.91,54605,25.6,10,3.41,41.4
Nebraska,Pawnee County,90.7,78.2,5.4,27.1,50.3,0,95.41,28786.05,42176,6.4,20.5,2.24,50
Nebraska,Perkins County,89.1,73.3,6.4,22.2,49.5,0.07,95.45,31231.74,58125,3.4,4.8,2.15,42.9
Nebraska,Phelps County,93.2,74.6,6.2,19.7,50.5,0.07,92.67,30346.52,56408,17,7.1,2.52,42.4
Nebraska,Pierce County,94.8,82.6,6.3,18.6,49.5,0.17,96.7,28862.29,55417,12.7,6.8,2.63,41.6
Nebraska,Platte County,89,73.8,7.2,16.3,49.9,0.22,79.98,28184.86,58679,47.8,8.6,3.49,38.4
Nebraska,Polk County,94.1,75.1,4.9,20.5,50.1,0.07,92.91,31827.27,63667,12.3,7.6,2.64,45.1
Nebraska,Red Willow County,93.5,69.6,5.7,19.2,50.4,0.57,92.2,25796.93,42882,15.4,11.7,2.83,40.7
Nebraska,Richardson County,91.1,76.3,5.1,23.1,50.6,0.11,92.47,28472.12,46839,15.2,16.3,3.24,47.7
Nebraska,Rock County,92.5,85.1,4.2,27.5,50,0.14,97.61,36201.98,52361,1.5,9.7,2.59,46.2
Nebraska,Saline County,83.6,66.8,6.4,14.1,49.7,0.37,70.73,22722.14,50932,24.7,11.6,3.09,35.5
Nebraska,Sarpy County,95.4,72.4,7.6,10.6,50.3,1.93,81.83,32819.05,75752,664.6,5.3,2.92,34.6
Nebraska,Saunders County,93,82.8,6.2,17.4,49.4,0.15,95.61,30642.52,65015,27.7,9,3.08,41.2
Nebraska,Scotts Bluff County,87.1,65.5,6.7,17.9,51.8,0.38,72.63,25989.92,47975,50,13.2,3.51,39.5
Nebraska,Seward County,92.8,73.1,6.3,16.7,49.1,0.25,95.02,31945,63095,29.3,9.2,2.87,38
Nebraska,Sheridan County,89.9,69.9,4.8,25.5,51.5,0.27,81.93,26280.18,41209,2.2,15.8,2.85,46.7
Nebraska,Sherman County,92.5,84.7,4.7,25.3,50.9,0,97.11,28357.6,48704,5.6,10.7,3.21,49.7
Nebraska,Sioux County,94.1,71.7,6.5,22.9,48.7,0.2,89.97,26704.61,45375,0.6,12.4,2.69,44.1
Nebraska,Stanton County,91.9,78,6.5,16,50.5,0.64,92.23,28674.02,57534,14.3,9.5,2.62,42.1
Nebraska,Thayer County,91.8,82.6,5.9,25.5,51.2,0.13,95.52,32026.29,48151,9.1,10.9,2.45,46.5
Nebraska,Thomas County,93.4,77.1,2.8,20.7,49.3,0,97.36,29038.81,53173,0.9,12.4,3.35,41.8
Nebraska,Thurston County,86.7,65.6,9.3,12,50.3,0.11,36.74,18863,44701,17.6,30.5,4.87,27.5
Nebraska,Valley County,92.6,77.4,6,24.7,50.5,0.2,95.7,28900.93,50270,7.5,11.5,2.82,46.2
Nebraska,Washington County,95.7,81.5,5.6,16.6,50.2,0.75,94.73,33646.96,66485,51.9,9.8,3.2,41.2
Nebraska,Wayne County,94.9,70,5.1,14.7,49.8,1.04,90.19,31554.22,58093,21.7,13.5,2.67,32
Nebraska,Webster County,91.9,75.7,4.9,22.6,52.2,0.11,92.1,25794.47,43831,6.6,11.3,3.16,45.1
Nebraska,Wheeler County,95,68.2,5.2,25.7,49.6,0,98.94,26540.63,49706,1.4,2.6,2.12,49.4
Nebraska,York County,94.2,76.2,5.9,19.2,51.2,0.6,90.88,29799.13,59966,23.9,9.7,2.72,39.9
Nevada,Churchill County,89.4,64.5,7.2,17.7,49.7,1.26,73.87,25519.09,46914,5,13.8,5.4,39.7
Nevada,Clark County,84.9,58.2,6.4,13.7,49.7,5.62,44.11,26253.41,54882,247.3,14.6,5.87,37.3
Nevada,Douglas County,93,76.2,4,25.4,50,0.3,81.14,35501.29,61176,66.2,9.8,5.62,52
Nevada,Elko County,83.4,71.1,7.2,9.9,48.1,0.48,67.17,30410.42,76178,2.8,11.5,4.47,34.1
Nevada,Esmeralda County,89.1,64.7,2.3,28.1,44.6,0.36,80.04,21807.66,39405,0.2,6.8,4.56,55.4
Nevada,Eureka County,91.5,73.1,4.7,14.4,47.3,0.06,96.7,34963.56,67159,0.5,10,4.62,47.7
Nevada,Humboldt County,82.4,72.4,7.6,11.6,47.6,0.32,65.85,28533.09,69324,1.7,9.1,5.31,36
Nevada,Lander County,83,72.1,7.6,15.5,49.3,0.03,67.79,30197,79865,1.1,13.2,6.2,37.4
Nevada,Lincoln County,88.6,71.5,3.8,21.6,46.2,1.57,83.72,28779.42,52971,0.5,12.1,5.2,44.4
Nevada,Lyon County,85,72.2,5.6,20.2,49.6,0.52,76.08,24166.02,50920,26,13.7,7.36,43.7
Nevada,Mineral County,86.5,78.1,4.6,21.5,50.8,0.39,58.11,21618.64,39375,1.3,20.3,6.48,52.9
Nevada,Nye County,84.7,71.8,4.1,28.3,49.5,1.55,77.2,22882.28,44225,2.4,17.3,7.31,53.1
Nevada,Pershing County,78.3,70.5,4.1,15.1,36.8,2.43,66.12,25737.34,52308,1.1,15,5.79,42.1
Nevada,Storey County,93.9,90.2,3.2,31.8,49,0.36,86.74,34648.05,63607,15.3,7.7,6.34,50.9
Nevada,Washoe County,87,60.2,6.1,15,49.5,1.13,63.74,31369.17,58595,66.9,13.3,5.04,38.4
Nevada,White Pine County,83.8,76.6,5.4,15.8,43.4,2.42,72.71,28622.8,60358,1.1,13,4.58,39.8
Nevada,Carson City,87.3,62.3,5.2,19.4,48.1,0.86,68.06,28268.22,49341,382.1,14.7,6.11,42.4
New Hampshire,Belknap County,91.7,76.9,4.5,20.3,50.9,0.24,95.26,33752.89,65834,150.1,9.1,2.84,47.4
New Hampshire,Carroll County,93.3,80.6,3.8,25.3,50.5,0.25,96.09,36047.96,58139,51.4,9.2,2.96,52.3
New Hampshire,Cheshire County,92.6,71.5,4.6,18,51.2,0.38,94.51,33081.2,60148,109.1,10.2,2.74,43.1
New Hampshire,Coos County,87.9,71.5,3.9,21.9,49.2,1.2,93.58,27392.13,45386,18.4,13.3,3.77,48.2
New Hampshire,Grafton County,92.2,70.8,4.2,18.8,50.5,0.61,91.22,36200.84,61036,52.2,10.9,2.36,43.2
New Hampshire,Hillsborough County,91.6,69,5.4,14.4,50.5,1.27,85.67,37684.92,75777,457.4,8.6,3.02,40.7
New Hampshire,Merrimack County,93,72,4.8,16.6,50.8,0.61,93.14,35246.15,69856,156.8,7.7,2.55,42.8
New Hampshire,Rockingham County,94.8,78.6,4.6,16,50.6,0.37,93.16,43446.4,85619,425,4.8,3.03,44.5
New Hampshire,Strafford County,92.2,67.2,4.9,13.9,51.3,0.43,91.39,34286.42,67805,333.7,9.5,2.55,36.9
New Hampshire,Sullivan County,90.4,73.7,4.8,19.5,50.6,0.27,95.43,30772.69,59419,81.4,9.4,2.33,46.3
New Jersey,Atlantic County,85.7,70.7,5.8,16.3,51.5,7.56,56.39,29583.02,57514,494.1,15.3,7.4,41.7
New Jersey,Bergen County,92.1,67.5,5.3,16.4,51.8,3.01,57.81,46158.76,91572,3884.5,7.2,4.19,41.9
New Jersey,Burlington County,92.9,79,5.2,15.9,50.9,8.2,68.27,39456.77,82839,561.9,6.4,4.45,41.6
New Jersey,Camden County,88.2,69.7,6.2,14.6,51.8,9.69,57.46,31918.15,65037,2321.5,13.1,5.49,38.8
New Jersey,Cape May County,90,74.3,4.7,24.5,51.4,2.27,85.62,37035.65,62332,386.9,10.6,9.82,49.6
New Jersey,Cumberland County,77.4,67.4,6.6,14.2,48.5,9.59,47.39,23323.49,50000,324.4,18.8,7.48,37.6
New Jersey,Essex County,84.7,47.2,6.6,12.8,52,20.01,31.12,34257.19,57365,6211.5,16.7,6.01,37.6
New Jersey,Gloucester County,91.9,80.9,5.5,14.5,51.4,5.14,79.13,35777.01,81489,895.3,7.9,5.05,40.5
New Jersey,Hudson County,83.5,34.3,7,11.2,50.5,6.19,28.77,34823.31,62681,13731.4,17.1,4.68,35.3
New Jersey,Hunterdon County,94.6,85.6,4,16.5,50.1,1.35,86.27,55456.76,110969,300,4.5,3.77,46.3
New Jersey,Mercer County,87.6,67.9,5.7,14.1,51.2,10.25,50.79,40413.45,77027,1632.2,11.3,4.36,38.8
New Jersey,Middlesex County,89,67,5.9,13.8,50.9,5.02,44.31,36804.93,83133,2621.6,8.6,4.43,38.6
New Jersey,Monmouth County,92.7,75.9,5.1,16.1,51.4,3.6,75.38,46316.1,91807,1344.7,7.6,4.45,43.3
New Jersey,Morris County,94,76.6,5,15.8,51,1.61,72.01,53409.19,107034,1069.8,4.6,3.91,42.8
New Jersey,Ocean County,91,82.4,6.9,22.1,52.1,1.51,84.9,33116.09,65771,917,10.9,5.21,42.7
New Jersey,Passaic County,82.5,55.3,6.8,13.6,51.5,5.91,42.05,27906.8,63339,2715.3,17,6.18,37.2
New Jersey,Salem County,86.6,74.2,5.5,17.2,51.3,6.64,75.07,31410.04,63934,199.1,14.2,6.41,42.1
New Jersey,Somerset County,94.2,79.7,5.3,14.4,51.3,4.7,57.73,50925.7,106046,1071.7,4.8,4.07,41.7
New Jersey,Sussex County,93.9,84.8,4.6,15.4,50.4,1.04,87.19,41182.58,89238,287.6,5.3,4.72,44.7
New Jersey,Union County,85.8,61.5,6.3,13.6,51.6,10.57,40.67,36897.61,73376,5216.1,10.3,5.17,38.7
New Jersey,Warren County,90.4,75.8,4.7,16.5,51.4,2.18,82.88,37325.2,75500,304.5,8.2,4.59,44.4
New Mexico,Bernalillo County,88.1,64.6,6,14.7,51,1.46,39.47,27343.87,50386,570.8,18,5.82,37.6
New Mexico,Catron County,92.3,86.1,3.7,39.2,47.7,0.13,83.25,20715.25,42047,0.5,21.5,8.12,58.1
New Mexico,Chaves County,78.1,69.3,7,15.1,50.5,0.83,40.36,20852.21,42177,10.8,21.2,6.72,35.7
New Mexico,Cibola County,80.1,68.3,7,14.7,49.4,0.6,20.01,17216.97,36089,6,28.5,8.21,37.3
New Mexico,Colfax County,88.6,68.1,5,24.8,49.1,0.34,47.16,21533.02,33042,3.7,23.5,6.02,50.2
New Mexico,Curry County,83.1,61.4,8.3,11.7,49.8,2.94,49.13,21623.22,41941,34.4,22.5,5.06,31.5
New Mexico,De Baca County,85.9,79.5,3.7,18.7,50.9,0.74,52.23,17339.13,31439,0.9,22.7,4.73,35.4
New Mexico,Dona Ana County,78.9,65.5,6.9,14.4,51,0.89,27.98,21014.71,39114,55,27.9,7.17,33.1
New Mexico,Eddy County,84.6,74.7,7.3,14.1,50.1,0.74,48.5,27865.91,60703,12.9,14.6,6.51,35.2
New Mexico,Grant County,86,77,5.9,24.7,50.9,0.49,46.45,23547.21,40470,7.4,22,6.45,46.4
New Mexico,Guadalupe County,76,77.5,4.7,23.6,43.5,0.75,15.12,13697.99,26060,1.5,13,6.44,43.1
New Mexico,Harding County,89,91.3,4.4,31.1,47.2,0,62.27,25527.51,35096,0.3,19.8,6.91,58.5
New Mexico,Hidalgo County,76.9,69.1,6.5,20.4,49.8,0.34,40.8,17664.37,31829,1.4,26,5.54,43.1
New Mexico,Lea County,71.8,71,8.1,10.8,48.9,1.89,37.16,24422.37,59285,14.7,16.1,9.23,31.8
New Mexico,Lincoln County,89.5,77.5,4.8,26.9,50.9,0.31,63.36,25466.53,42145,4.2,15.4,5.95,50.9
New Mexico,Los Alamos County,97.2,77.2,5.4,17.2,49.7,0.15,72.89,51736.97,110190,164.4,5.1,4.24,42.3
New Mexico,Luna County,69.3,69.5,7.4,20.4,50.3,0.68,30.96,15268.44,27602,8.5,31.8,14.53,37.1
New Mexico,McKinley County,73.8,73.4,8.1,11.1,51.6,0.27,9.09,12390.96,30336,13.1,37.5,9.37,32.4
New Mexico,Mora County,87.8,83.6,5.2,21.7,48.8,0.03,13.96,13642.11,26644,2.5,20.3,8.71,55.2
New Mexico,Otero County,83.7,67.6,6.9,16.4,49.5,1.69,49.79,21069.73,43533,9.6,21.4,6.06,35.8
New Mexico,Quay County,83.5,74.1,6.1,24,50.7,0.79,50.43,15731.99,26663,3.1,21.6,6.79,43.4
New Mexico,Rio Arriba County,84.2,79.8,6.8,17.4,50.6,0.29,12.86,16109.93,33422,6.9,26.4,7.48,41.3
New Mexico,Roosevelt County,79.9,63,7.2,13,49.7,1.61,53.1,19671.65,35928,8.1,27.5,5.7,30
New Mexico,Sandoval County,90.9,81.3,5.6,15.7,51.1,0.98,44.58,26522.86,60345,35.5,14.7,6.59,40.1
New Mexico,San Juan County,83.6,73.9,7.2,13.1,50.4,0.28,39.22,21477.74,49686,23.6,20.8,8.78,35.4
New Mexico,San Miguel County,81.8,66.8,4.9,19.1,50.1,0.67,18.11,17171.78,29168,6.2,30.9,7.7,44
New Mexico,Santa Fe County,88.3,71.2,4.7,20.8,51.3,0.38,42.91,35058.55,57945,75.5,14.4,5.29,46.3
New Mexico,Sierra County,82.9,78.3,4.5,34.5,49.7,0.28,65.75,22846.57,29690,2.9,21.2,8.47,55.7
New Mexico,Socorro County,79.7,74,3,17.7,48.7,0.04,35.1,13484.14,34008,2.7,26.6,7.34,39.4
New Mexico,Taos County,87.7,73.2,4.5,23.1,50.8,0.25,35.4,20335.69,35314,15,21.3,8.43,48.8
New Mexico,Torrance County,82.2,82.2,4.9,19.2,48.4,0.86,52.25,17672.93,35543,4.9,27.1,9.12,43.6
New Mexico,Union County,78.3,73.7,6.3,19,43,0.65,51.99,23415.02,38240,1.2,14.2,4,39.8
New Mexico,Valencia County,81.6,79.6,5.9,16,49.6,0.47,33.59,19738.04,43428,71.8,22,7.21,38.9
New York,Albany County,92.7,58.9,5.1,15.6,51.7,6.15,72.98,36451.72,62293,581.9,12.4,4.05,37.8
New York,Allegany County,89.1,75.6,5.2,17.4,49.5,0.72,94.48,24276.07,45359,47.6,16.5,6.31,39.1
New York,Bronx County,71.1,20.7,7.4,11.8,53.1,16.81,9.46,18852.63,36593,32903.6,29.7,7.1,34.2
New York,Broome County,90.3,66.6,5.2,17.9,51,2.88,84.05,27627.97,49064,284.2,17.1,5.43,39.9
New York,Cattaraugus County,88.2,73.4,5.8,17.7,50.5,0.83,90.82,24452.52,45571,61.4,16.9,5.97,42
New York,Cayuga County,87.6,71.8,5,17.4,49,2.04,90.47,28966.95,54664,115.7,11.6,5.06,42.9
New York,Chautauqua County,88.2,69.8,5.4,18.5,50.7,1.32,87.78,24353.62,44304,127.2,18.5,5.8,42.6
New York,Chemung County,90.2,68.1,5.9,17.3,50.3,3.01,86.52,28293.25,51251,218.1,15.8,5.72,41.3
New York,Chenango County,86.9,77.2,5.3,19.2,50.2,0.43,94.87,25633.47,48567,56.5,14.5,5.06,44.9
New York,Clinton County,86.3,70.3,4.9,15.4,48.7,2.12,89.92,28204.74,52759,79.1,15.7,5.36,39.5
New York,Columbia County,88.9,73.2,4.3,21.6,49.7,2.26,86.9,35465.95,61093,99.4,11.4,3.68,48.2
New York,Cortland County,90.4,66.3,5.1,15.4,51.2,0.9,92.73,27380.8,52451,98.9,14.7,5.69,36.4
New York,Delaware County,87.7,75.9,4.1,22.8,49.8,0.98,92.49,26473.68,47921,33.3,16.5,5.52,47.9
New York,Dutchess County,90.2,70.6,4.7,16,50.2,5.25,72.21,37704.65,75585,373.9,9.1,4.16,42.2
New York,Erie County,90.8,66.2,5.4,16.9,51.8,6.72,75.95,31324.14,54006,881.4,14.9,4.92,40.3
New York,Essex County,89.5,73,4,21.4,48.2,1.6,91.77,29951.72,55294,21.9,8.9,5.34,47.7
New York,Franklin County,85.4,72.6,4.9,15.5,45.1,2.96,81.72,26415.97,50733,31.7,19.4,5.66,39.9
New York,Fulton County,86.7,69.8,5,18.2,50.5,0.92,93.18,26470.51,48033,112.1,16,5.72,43.9
New York,Genesee County,90.9,73.7,5.1,17.6,50.5,1.27,90.75,27607.47,54033,121.9,12.8,4.59,43.1
New York,Greene County,85.9,73.6,4.5,20.3,47.8,3.12,85.64,26698.85,53214,76.1,12.4,5.04,45.9
New York,Hamilton County,86.2,81.8,3.2,27.6,49.4,0.39,95.52,15505.81,55587,2.8,9.7,6.47,55.3
New York,Herkimer County,90.1,71.6,5.2,19,51.1,0.62,94.8,24755.92,49077,45.7,14.9,5.46,44.2
New York,Jefferson County,90.2,57.2,8.1,12.2,49.1,2.9,82.06,24872.44,50322,91.6,14.8,6.24,32.5
New York,Kings County,80,30.3,7.4,12.8,52.8,16.5,35.96,29375.27,52782,35369.1,21.9,5.31,35.2
New York,Lewis County,89.1,77.8,6.2,16.7,49.7,0.37,95.84,25471.04,51475,21.3,14.2,6.71,42.2
New York,Livingston County,89,75.7,4.5,16.1,49.8,1.31,90.95,27778.57,53654,103.5,14.6,4.94,41.3
New York,Madison County,90.4,76.1,4.7,16.3,50.9,1.02,93.38,28784.19,58365,112.2,11.1,5.26,41.9
New York,Monroe County,90.4,66.7,5.6,15.9,51.8,7.64,70.97,31282.08,55272,1132.6,14.8,4.69,38.9
New York,Montgomery County,84.5,69.1,6.2,17.9,51.3,0.9,82.55,25251.22,47449,124.6,19.6,5.71,41
New York,Nassau County,90.8,82.1,5.5,16.8,51.6,5.77,61.36,46363.91,105744,4704.8,5.9,3.91,41.7
New York,New York County,87,22.8,5,15.3,53.1,7.46,46.76,69532.86,79781,69467.5,17.3,4.54,37.5
New York,Niagara County,90.9,70.9,5.2,17.7,51.5,3.6,86,28193.67,51656,414.4,13.4,5.83,43.2
New York,Oneida County,88.1,67.9,5.8,17.7,50.2,3.15,82.58,27691.77,51316,193.7,16.6,4.84,41
New York,Onondaga County,90.5,66,5.7,15.7,51.9,5.61,77.15,31777.59,57271,600,14.9,4.51,39.1
New York,Ontario County,92.7,75.5,5.1,18.2,51.1,1.24,90.28,34328.45,61710,167.6,9.7,4.31,43.7
New York,Orange County,89.4,71.3,6.6,13,50,5.32,65.38,32501.03,75146,459.3,12.2,4.32,37
New York,Orleans County,86.4,76.7,5.1,16.5,50.5,3.02,86.53,25610.08,49223,109.6,15.9,5.71,43
New York,Oswego County,86.5,73.6,5.4,14.8,50.2,0.5,94.3,26118.33,51755,128.3,18.3,6.45,40.3
New York,Otsego County,90.5,72.5,4.2,19.3,51.6,1.01,91.5,28629.18,51254,62.2,16.1,4.91,42.3
New York,Putnam County,92.7,84.6,4.5,15.6,50.1,1.21,80.18,44232.62,99608,432.9,4.8,3.98,44.2
New York,Queens County,80.7,45.5,6.3,14.3,51.6,9.12,25.35,27385.52,62008,20553.6,13.7,4.52,39
New York,Rensselaer County,91.3,65.1,5.3,15.6,50.6,3.23,83.86,33488.7,63166,244.4,12.6,4.28,39.8
New York,Richmond County,88.9,70.3,5.8,15.1,51.5,5.17,62.09,34001.77,76244,8030.3,12.9,5.22,40.1
New York,Rockland County,87.2,71,7.6,15.1,51,6.25,63.23,36497.8,88571,1795.9,14.2,4.19,36
New York,St. Lawrence County,88.1,71.7,5.4,15.8,49.2,1.19,92.09,25718.07,48330,41.8,19.4,6.59,39
New York,Saratoga County,94.1,73.8,5.2,16.5,50.8,0.86,90.93,40203.35,77548,271.1,6.6,3.81,42.8
New York,Schenectady County,90.3,69.2,5.9,16.2,51.6,5.16,73.84,27658.57,61315,756.6,12.4,4.33,39.7
New York,Schoharie County,88.5,77.4,4.4,19.4,50,0.81,93.55,27119.09,51842,52.7,13.9,5.42,45.4
New York,Schuyler County,90,79.1,4.9,19.4,50.3,0.68,95.25,25252.3,47810,55.9,15.3,6.01,46.4
New York,Seneca County,85.5,77.4,5.4,17.7,47.6,2.46,89.35,28671.79,51601,108.9,11.8,4.76,42.1
New York,Steuben County,89.6,72.9,5.7,17.9,50.4,0.82,93.81,28089.87,50157,71.2,14.5,5.82,42.9
New York,Suffolk County,90.1,81.4,5.4,15.6,50.8,3.91,68.49,39372,92838,1637.4,7.2,4.36,41.5
New York,Sullivan County,86.3,67.5,5.6,17.5,48.9,4.32,72.46,28012.36,53877,80.1,15.9,4.78,42.8
New York,Tioga County,90.3,80,5.2,18.5,50.4,0.3,95.3,30064.34,57153,98.6,11.2,5.13,44.5
New York,Tompkins County,94.5,55,4.2,12.7,50.7,2,77.33,33084.12,56200,214,20.4,4.16,31.1
New York,Ulster County,90.1,69.6,4.5,18,50.2,2.86,79.82,33369.42,61652,162.3,13.2,4.42,44
New York,Warren County,91.1,68.5,4.5,20.3,51.2,0.59,94.17,32801.71,60222,75.8,9.9,5.25,46.8
New York,Washington County,88.5,74,4.9,17.7,48.2,1.68,92.56,26747.15,52527,76.1,12.8,4.66,44.2
New York,Wayne County,90,76.3,5.5,17.2,50.4,1.49,90.25,27343.27,53693,155.3,11.7,4.98,43.8
New York,Westchester County,87.6,62.7,5.7,16,51.9,7.31,54.36,52300.73,89968,2204.7,9.4,4.28,40.9
New York,Wyoming County,88.1,76.3,5.1,16.1,45.6,2.59,89.85,27489.12,55459,71.1,11.4,5.33,42.2
New York,Yates County,85.2,78.2,6,19,51.6,0.55,94.9,27439.22,51758,75,13.1,4.41,41
North Carolina,Alamance County,84.8,68.1,5.8,16.2,52.4,9.49,64.97,25374.9,44281,356.5,17.6,4.74,39.1
North Carolina,Alexander County,80.5,79.9,4.7,18.8,49.4,2.94,87.02,22385.82,44523,143.1,14.7,4.25,43.7
North Carolina,Alleghany County,81,74,4.9,25,50.4,1.22,87.33,21280.18,38944,47.5,21,5.5,50.1
North Carolina,Anson County,80.4,71,4.9,16.6,48,24.32,44.9,19798.37,38123,50.7,22.7,5.79,40.9
North Carolina,Ashe County,83.3,79.2,4.5,23.3,50.6,0.39,92.46,24350,40293,64,19.4,4.79,48.3
North Carolina,Avery County,79,72.8,3.7,20.6,45.6,2.12,88.99,26362.67,37109,72,14.7,5.03,45.2
North Carolina,Beaufort County,84.7,73.4,5.2,22.1,51.8,13.24,65.83,23442.11,41101,57.7,19.1,5.69,46.2
North Carolina,Bertie County,74.8,76.9,4.4,20.1,50.5,31.01,34.32,19123.28,31287,30.4,22,6.61,45.4
North Carolina,Bladen County,78.4,69,5.4,19.2,52,17.43,54.22,20570.82,32396,40.2,24.5,6.91,44.5
North Carolina,Brunswick County,88,77.5,4.4,28.1,51,5.31,81.6,29150.66,51164,126.8,14.1,6.45,53.8
North Carolina,Buncombe County,90,67.6,5.1,18.4,51.8,3.15,83.68,29214.59,48464,362.9,13.2,3.86,42.2
North Carolina,Burke County,79.6,74.1,4.8,18.8,50,2.98,82.33,21543.78,40854,179.3,19.3,4.86,44.1
North Carolina,Cabarrus County,89,73.3,6.4,12.6,51.2,8.59,68,28506.52,60716,492.1,11.5,4.57,37.9
North Carolina,Caldwell County,77.5,75.6,5,18.4,50.8,2.46,87.92,21558.57,40735,176.1,16.4,5.19,44.6
North Carolina,Camden County,83.3,85.1,4.4,16,49.8,7.14,80.36,27805.9,68327,41.5,9,5.16,41
North Carolina,Carteret County,89.9,73.5,4.4,22.8,50.6,2.84,86.36,30886.22,51584,131.3,12.5,5.16,48.6
North Carolina,Caswell County,75.2,75.2,4.7,19.4,49.1,16.52,61.14,22078.99,39428,55.8,21.3,5.44,45.7
North Carolina,Catawba County,83.4,71.8,5.7,16.6,51,4.04,76.11,25779.22,48649,387.1,14.2,4.73,41.4
North Carolina,Chatham County,86.8,79.1,5,22.7,51.7,6.02,71.41,36372.92,59684,93.1,13.3,4.23,46.7
North Carolina,Cherokee County,84.2,83.2,4.2,27.4,51.4,0.69,91.49,20278.84,38115,60.3,16.8,5.68,51.5
North Carolina,Chowan County,84.2,68.4,5.3,22.6,52.5,16.94,59.69,23092.89,41979,85.8,22.8,6.4,46
North Carolina,Clay County,88,83.3,3.9,28.8,50.7,0.82,94.96,25969.34,37070,49.3,17.5,5.46,52.2
North Carolina,Cleveland County,83.5,68.9,5.5,17.5,51.8,10.41,73.41,21131.35,40002,211.3,19.9,5.47,41.8
North Carolina,Columbus County,80.7,72,5.5,18.5,50.5,15.44,59.53,22483.26,36261,62,23.6,6.41,41.9
North Carolina,Craven County,87.4,63.5,6.8,17.4,50.3,10.71,66.04,26911.98,49391,146,15.4,5.23,37
North Carolina,Cumberland County,90.2,58.4,7.7,11,51.7,18.29,44.64,22989.41,44737,489.7,18.2,6.4,31.3
North Carolina,Currituck County,87.2,82.3,5.6,15.4,50.4,2.71,87.51,29454.09,65758,89.9,9.1,5.08,42.8
North Carolina,Dare County,92.5,71.3,4.7,19.3,50,1.07,87.56,30793.07,55640,88.5,8.9,6.76,46.5
